pde,r,seed,target,substitution,mse,mse_original,mse_persistence,excess,ratio,skill
wave,0.25,209,layer0,identity,0.0031981931533664465,0.0027936303231399506,0.002844297094270587,7.984776238915916,1.1448161651437763,0.01781345951261456
wave,0.25,209,layer0,frozen,0.002864795969799161,0.0027936303231399506,0.002844297094270587,1.4045822354797555,1.025474253364784,0.01781345951261456
wave,0.25,209,layer0,original,0.0027936303231399506,0.0027936303231399506,0.002844297094270587,0.0,1.0,0.01781345951261456
wave,0.25,209,layer1,stencil,0.0029955088102724403,0.0027936303231399506,0.002844297094270587,3.9844356099183353,1.0722638516128307,0.01781345951261456
wave,0.25,209,layer1,acf,0.002876330603612587,0.0027936303231399506,0.002844297094270587,1.632239012417162,1.029603158223055,0.01781345951261456
wave,0.25,209,layer1,xcorr,0.002876540820579976,0.0027936303231399506,0.002844297094270587,1.636388022955982,1.029678406893449,0.01781345951261456
wave,0.25,209,layer1,uniform,0.002863597823306918,0.0027936303231399506,0.002844297094270587,1.3809346560997002,1.025045368239104,0.01781345951261456
wave,0.25,209,layer1,random,0.0028637559444177896,0.0027936303231399506,0.002844297094270587,1.3840554610640377,1.0251019688242144,0.01781345951261456
wave,0.25,209,layer1,identity,0.00299597458797507,0.0027936303231399506,0.002844297094270587,3.9936285719373403,1.0724305800803633,0.01781345951261456
wave,0.25,209,layer1,frozen,0.002854919875971973,0.0027936303231399506,0.002844297094270587,1.2096597328848289,1.0219390347836483,0.01781345951261456
wave,0.25,209,layer1,original,0.0027936303231399506,0.0027936303231399506,0.002844297094270587,0.0,1.0,0.01781345951261456
wave,0.25,209,layer2,stencil,0.003423661197302863,0.0027936303231399506,0.002844297094270587,12.434794246873881,1.225524067713719,0.01781345951261456
wave,0.25,209,layer2,acf,0.0029352045385167003,0.0027936303231399506,0.002844297094270587,2.7942221739712343,1.0506775052533166,0.01781345951261456
wave,0.25,209,layer2,xcorr,0.0029356858285609633,0.0027936303231399506,0.002844297094270587,2.803721299996496,1.0508497864747355,0.01781345951261456
wave,0.25,209,layer2,uniform,0.0028352856752462685,0.0027936303231399506,0.002844297094270587,0.822143412275396,1.0149108318882716,0.01781345951261456
wave,0.25,209,layer2,random,0.0028359664720483124,0.0027936303231399506,0.002844297094270587,0.8355801635593605,1.0151545279837804,0.01781345951261456
wave,0.25,209,layer2,identity,0.0034248963347636163,0.0027936303231399506,0.002844297094270587,12.459171909653472,1.2259661940217426,0.01781345951261456
wave,0.25,209,layer2,frozen,0.002831692370818928,0.0027936303231399506,0.002844297094270587,0.7512230763795905,1.013624582810297,0.01781345951261456
wave,0.25,209,layer2,original,0.0027936303231399506,0.0027936303231399506,0.002844297094270587,0.0,1.0,0.01781345951261456
wave,0.25,209,layer3,stencil,0.0031675220816396177,0.0027936303231399506,0.002844297094270587,7.379427387145822,1.1338372351569497,0.01781345951261456
wave,0.25,209,layer3,acf,0.002857962215784937,0.0027936303231399506,0.002844297094270587,1.2697057896015675,1.0230280621283776,0.01781345951261456
wave,0.25,209,layer3,xcorr,0.0028579540085047483,0.0027936303231399506,0.002844297094270587,1.2695438041423472,1.023025124273601,0.01781345951261456
wave,0.25,209,layer3,uniform,0.00281670707045123,0.0027936303231399506,0.002844297094270587,0.45546117892098154,1.0082604871232002,0.01781345951261456
wave,0.25,209,layer3,random,0.002817058266373351,0.0027936303231399506,0.002844297094270587,0.4623926630926471,1.0083862002210329,0.01781345951261456
wave,0.25,209,layer3,identity,0.003177245642291382,0.0027936303231399506,0.002844297094270587,7.571339372748646,1.137317853394525,0.01781345951261456
wave,0.25,209,layer3,frozen,0.002813974308082834,0.0027936303231399506,0.002844297094270587,0.40152519074936655,1.007282275243926,0.01781345951261456
wave,0.25,209,layer3,original,0.0027936303231399506,0.0027936303231399506,0.002844297094270587,0.0,1.0,0.01781345951261456
wave,0.25,210,all,stencil,0.003478083817753941,0.0026378123729955405,0.00276963016949594,6.374491662480888,1.31854860238,0.04759400657611624
wave,0.25,210,all,acf,0.0031373295350931585,0.0026378123729955405,0.00276963016949594,3.7894516169984933,1.1893679653683475,0.04759400657611624
wave,0.25,210,all,xcorr,0.0031379700812976807,0.0026378123729955405,0.00276963016949594,3.79431094723711,1.189610797728632,0.04759400657611624
wave,0.25,210,all,uniform,0.002780879382044077,0.0026378123729955405,0.00276963016949594,1.0853391032682191,1.0542369921807848,0.04759400657611624
wave,0.25,210,all,random,0.002784076874377206,0.0026378123729955405,0.00276963016949594,1.1095960125628557,1.0554491679844404,0.04759400657611624
wave,0.25,210,all,identity,0.0034851821255870163,0.0026378123729955405,0.00276963016949594,6.428341051725185,1.3212395852208356,0.04759400657611624
wave,0.25,210,all,frozen,0.002768820559140295,0.0026378123729955405,0.00276963016949594,0.993858110383123,1.0496654680544921,0.04759400657611624
wave,0.25,210,all,original,0.0026378123729955405,0.0026378123729955405,0.00276963016949594,0.0,1.0,0.04759400657611624
wave,0.25,210,layer0,stencil,0.004899639403447509,0.0026378123729955405,0.00276963016949594,17.15873797393594,1.857463197006466,0.04759400657611624
wave,0.25,210,layer0,acf,0.0029514131892938167,0.0026378123729955405,0.00276963016949594,2.3790476295613487,1.1188867030531615,0.04759400657611624
wave,0.25,210,layer0,xcorr,0.0029518723604269326,0.0026378123729955405,0.00276963016949594,2.382531006960352,1.1190607757574285,0.04759400657611624
wave,0.25,210,layer0,uniform,0.0028227994043845683,0.0026378123729955405,0.00276963016949594,1.403353995440721,1.0701289573446626,0.04759400657611624
wave,0.25,210,layer0,random,0.002832865429809317,0.0026378123729955405,0.00276963016949594,1.479717170156042,1.073945007920435,0.04759400657611624
wave,0.25,210,layer0,identity,0.005027334555052221,0.0026378123729955405,0.00276963016949594,18.127462645375314,1.9058726869732217,0.04759400657611624
wave,0.25,210,layer0,frozen,0.0027975070697721094,0.0026378123729955405,0.00276963016949594,1.2114805513084468,1.060540582192818,0.04759400657611624
wave,0.25,210,layer0,original,0.0026378123729955405,0.0026378123729955405,0.00276963016949594,0.0,1.0,0.04759400657611624
wave,0.25,210,layer1,stencil,0.004383793857414275,0.0026378123729955405,0.00276963016949594,13.24541549602857,1.6619051082984995,0.04759400657611624
wave,0.25,210,layer1,acf,0.0032212920777965337,0.0026378123729955405,0.00276963016949594,4.426410699402216,1.2211983349438855,0.04759400657611624
wave,0.25,210,layer1,xcorr,0.003222439729142934,0.0026378123729955405,0.00276963016949594,4.435117045410639,1.221633411888004,0.04759400657611624
wave,0.25,210,layer1,uniform,0.002757074311375618,0.0026378123729955405,0.00276963016949594,0.9047483841054486,1.0452124417949566,0.04759400657611624
wave,0.25,210,layer1,random,0.0027637993916869164,0.0026378123729955405,0.00276963016949594,0.9557663838736208,1.0477619333282235,0.04759400657611624
wave,0.25,210,layer1,identity,0.00437352794688195,0.0026378123729955405,0.00276963016949594,13.167535947099118,1.6580132808746,0.04759400657611624
wave,0.25,210,layer1,frozen,0.0027580247551668435,0.0026378123729955405,0.00276963016949594,0.9119586684256137,1.045572756956473,0.04759400657611624
wave,0.25,210,layer1,original,0.0026378123729955405,0.0026378123729955405,0.00276963016949594,0.0,1.0,0.04759400657611624
wave,0.25,210,layer2,stencil,0.004556973930448294,0.0026378123729955405,0.00276963016949594,14.559199200746265,1.7275580238761727,0.04759400657611624
wave,0.25,210,layer2,acf,0.003096739761531353,0.0026378123729955405,0.00276963016949594,3.481528296783666,1.1739803002040845,0.04759400657611624
wave,0.25,210,layer2,xcorr,0.003097901586443186,0.0026378123729955405,0.00276963016949594,3.4903421667062244,1.1744207503754942,0.04759400657611624
wave,0.25,210,layer2,uniform,0.002758907910902053,0.0026378123729955405,0.00276963016949594,0.9186584901390414,1.0459075630800059,0.04759400657611624
wave,0.25,210,layer2,random,0.002756963105639443,0.0026378123729955405,0.00276963016949594,0.9039047519167186,1.0451702834756942,0.04759400657611624
wave,0.25,210,layer2,identity,0.004581667308229953,0.0026378123729955405,0.00276963016949594,14.746528821155938,1.7369193332833377,0.04759400657611624
wave,0.25,210,layer2,frozen,0.0027910344069823623,0.0026378123729955405,0.00276963016949594,1.1623774486805138,1.058086782651952,0.04759400657611624
wave,0.25,210,layer2,original,0.0026378123729955405,0.0026378123729955405,0.00276963016949594,0.0,1.0,0.04759400657611624
